,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
mean_fit_time,0.08890390396118164,0.15152641705104283,0.31893798283168245,0.4872354439326695,0.08203257833208356,0.1671393939426967,0.31403166907174246,0.5016446794782367,0.07963906015668597,0.15349749156406947,0.32076678957257954,0.47561608042035786,0.08163169452122279,0.15979245730808803,0.33611290795462473,0.472891024180821,0.07430342265537807,0.15780377388000488,0.33311499868120464,0.492483343396868,0.08652067184448242,0.17166989190237864,0.327390262058803,0.49459334782191683,0.08919474056788854,0.1582388196672712,0.31608145577566965,0.500682898930141,0.08771164076668876,0.17041805812290736,0.32066355432782856,0.4895544392721994,0.08144497871398926,0.15822601318359375,0.33273799078805105,0.5002513613019671,0.0877911022731236,0.16972902842930385,0.36377051898411344,0.5292149611881801,0.08933261462620326,0.1911729063306536,0.3469984872000558,0.5828000817980085,0.11701883588518415,0.1879572868347168,0.3903116839272635,0.5183216503688267,0.08599628720964704,0.17375755310058594,0.3315226009913853,0.5152943134307861,0.0796703611101423,0.18241269247872488,0.40541529655456543,0.5252742086138044,0.09457220349993024,0.19464101110185897,0.32792673792157856,0.4857047625950405,0.09738850593566895,0.16953635215759277,0.343961272920881,0.536722012928554,0.08331165994916644,0.17416787147521973,0.33740159443446566,0.532564605985369,0.08543225697108678,0.17005835260663713,0.5227929524012974,0.7882430553436279,0.14948582649230957,0.2546776703425816,0.4691476140703474,0.7716243607657296,0.12921009744916642,0.2972014290945871,0.4929706028529576,0.7802978924342564,0.1155862467629569,0.23786139488220215,0.47742022786821636,0.6855194909232003,0.1367330891745431,0.28341409138270784,0.473125764301845,0.7908568041665214,0.13858393260410853,0.2517878328050886,0.474661043712071,0.6603657518114362,0.11505341529846191,0.20362060410635813,0.39890497071402414,0.6313804898943219,0.10184850011553083,0.20512795448303223,0.4181544440133231,0.552689926964896,0.10352240289960589,0.21900350706917898,0.3751347746167864,0.5889530522482735,0.1052084309714181,0.19354850905282156,0.40215798786708284,0.6214868341173444
std_fit_time,0.007692637720075819,0.0076757696400394666,0.012326377840895799,0.018428530474223534,0.004669984418152914,0.0068262061495922175,0.010792665040445496,0.017383406984237196,0.01163614535414443,0.011174475982027716,0.0150622271328335,0.01570316025647858,0.0057614506080826315,0.006539396313490423,0.021830914648956694,0.009984837251129603,0.005519020050547793,0.012935654140580908,0.02028315507520751,0.009133824275817356,0.005221387951143362,0.012119672073775851,0.006788666983159714,0.030759638954926786,0.009131216697473658,0.008559246613208558,0.005816647550829377,0.02470902889056823,0.006629208177095981,0.006541351110039716,0.012344575832272255,0.039432974765596984,0.0062640459148779574,0.009025886573855477,0.016741077669956,0.02092406027836124,0.005552227846539539,0.007295644814613558,0.01068213446334774,0.014597489420005503,0.012340353092829227,0.006482240392100564,0.018453500136997574,0.04059890727439497,0.029331011671729783,0.010523456981246933,0.06830454746941451,0.031366382572031094,0.009537601739567303,0.0181647075672315,0.03363041228799289,0.046618297304374674,0.00874365645255333,0.006923392702149134,0.03381822465989558,0.03188389414748818,0.0076815680271434044,0.01962312419915744,0.011777921339168284,0.024064979843113215,0.0042215233464330745,0.01424043062633049,0.01328967984511358,0.03850976549364237,0.00752652136919613,0.010327678942264112,0.01995863471728878,0.03232973376748005,0.003796152517456403,0.01206456014636206,0.07313589029963553,0.0977292774669542,0.009274553310239176,0.005664992640854189,0.01908565117460425,0.04661322370885268,0.008918224736432986,0.02381494255405126,0.02550716051484313,0.04018704767615262,0.0068897543367167115,0.019780656826035827,0.03879123772029893,0.019737688662630686,0.008340399130682026,0.03841781087787502,0.014727357207048944,0.04277338378048215,0.013816536544290678,0.009990128155876332,0.05359178519727392,0.03559150886444027,0.00546144518549831,0.010605723503217397,0.020047239781788653,0.03394214670097993,0.00679365541093079,0.015048562154145791,0.024279965714827573,0.010595420417385088,0.016093122342926317,0.009792082061865263,0.0233988659386898,0.08422523163789228,0.011114246094212132,0.008158621017520797,0.012510718989410016,0.062796296603974
mean_score_time,0.006348439625331334,0.012734379087175642,0.021278108869280134,0.03316552298409598,0.006245136260986328,0.01140284538269043,0.022641522543770925,0.033072437558855326,0.005771466663905552,0.00897043091910226,0.019292218344552175,0.03064772060939244,0.005277054650442941,0.010357924870082311,0.0234482969556536,0.03211276871817453,0.005676473890032087,0.010627133505684989,0.025583744049072266,0.03592337880815778,0.006982054029192243,0.010441711970738001,0.021631581442696706,0.032768828528268,0.006910664694649833,0.010962213788713728,0.022154739924839566,0.03220936230250767,0.007092033113752093,0.011846576418195452,0.021569762911115373,0.0351630619594029,0.006378173828125,0.011247260229928153,0.02155062130519322,0.032974140984671454,0.006390094757080078,0.011200870786394392,0.02373800958905901,0.029682704380580356,0.007253033774239677,0.011929614203316825,0.022349800382341658,0.0378108024597168,0.006361143929617745,0.013929298945835658,0.021407570157732283,0.029880012784685408,0.006595509392874581,0.011988571711948939,0.021202802658081055,0.031718288149152486,0.007933684757777624,0.01317385264805385,0.02483211244855608,0.03482280458722796,0.00682905742100307,0.011413403919764928,0.019795009068080356,0.031970432826450894,0.006616796766008649,0.011207818984985352,0.02371328217642648,0.039279937744140625,0.0068334851946149555,0.011686427252633231,0.02206928389413016,0.03241930689130511,0.007232836314610073,0.012145519256591797,0.035459586552211216,0.05636004039219448,0.010058232716151647,0.016268253326416016,0.03065337453569685,0.047916412353515625,0.009381975446428572,0.018787520272391185,0.029260941914149692,0.055590970175606866,0.009379761559622628,0.01455024310520717,0.03476057733808245,0.04578890119280134,0.010317087173461914,0.01773888724190848,0.030873264585222517,0.051004035132271905,0.009220940726143973,0.01710578373500279,0.03221518652779715,0.041094916207449775,0.008905206407819475,0.014772278921944755,0.025178091866629466,0.04479152815682547,0.007457290376935687,0.013521466936383928,0.027123757771083286,0.036735432488577704,0.00852053506033761,0.014184713363647461,0.027034248624529158,0.03723604338509696,0.008934872491019112,0.011286871773856027,0.026560238429478238,0.04356278691973005
std_score_time,0.0011893858535303526,0.0023975119724251154,0.003234351250354879,0.0032202599219907225,0.0015003485931761333,0.003397614349092879,0.0048244405375273015,0.005337466275100904,0.0015362617637051576,0.002321857333260528,0.0042462554421855625,0.00431141399595033,0.0015292487487625686,0.0019914764951257423,0.0036059708070958134,0.004662074797380215,0.001477777917856242,0.001952190014627147,0.0013198122411188927,0.002713659346773057,0.001115952641202478,0.0022840495601408398,0.004271206738698052,0.005388115612166693,0.0012058356290439696,0.003030803254881597,0.004294819780995845,0.005404881146979703,0.00115885738880623,0.001516923582104313,0.004406858510495388,0.004003124007630377,0.0015213789694481414,0.0028810181155097293,0.00393512786020483,0.0033092131354918236,0.0012111871862931097,0.0017578975134139672,0.0034466705878598088,0.004174564309013045,0.002402169308785734,0.001396446759683808,0.0021208777544577035,0.002197274080801391,0.0020519811682408106,0.0022521415238703534,0.004224380630218475,0.005878018460728434,0.0011940980046585298,0.0034908776548197035,0.004373222424942551,0.0013397254873371341,0.0014733351505793984,0.0021923145889566243,0.0037578895793225547,0.004895434028253836,0.0011017347742629917,0.0022394213922276906,0.002950484092881846,0.004255226207756151,0.0010919031264647557,0.0028291306877428193,0.004862501334733776,0.004636586258922489,0.0018832824054058187,0.002978552210858803,0.0049516006336155745,0.004711892613108474,0.0018829636226703644,0.003075034099044188,0.0037375978403598755,0.00896676216534149,0.0015770136505432056,0.002756925316731243,0.0021269409458502613,0.007955843888112579,0.002130391045306185,0.0033626286236710184,0.00429623521909656,0.0035377385397320923,0.0012734516694223117,0.0032189573425297187,0.007205578958837594,0.0068272461098348915,0.000639626844690789,0.0044279191485789675,0.005837365770456824,0.005700236714183523,0.0017891699403080085,0.002418945634282521,0.006158232064975406,0.00407578983178778,0.001832124231623127,0.002719785388366794,0.004263511506043173,0.004925154659539307,0.0015878107670944698,0.003249847470159119,0.003614043083413459,0.0038487045010812803,0.0015102232152694288,0.002615954694404205,0.005201789071813724,0.007003964022885803,0.003372029968422291,0.0016092274189798683,0.0020503504552099863,0.010662674478132357
param_regressor,"RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)","RandomForestRegressor(max_depth=5, min_samples_leaf=2, min_samples_split=5,
                      n_estimators=200)"
param_regressor__max_depth,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
param_regressor__min_samples_leaf,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4
param_regressor__min_samples_split,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10,2,2,2,2,5,5,5,5,10,10,10,10
param_regressor__n_estimators,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300,50,100,200,300
